student_id,student_name,age,grade_level,teacher_name
501,Theressa Loker,11,1st grade,Aloisia Tarney
502,Terra Lars,10,4th grade,Saul Kells
503,Koo Ilyukhov,6,4th grade,Viviyan Oslar
504,Debra Sonschein,18,5th grade,Rodger Christofe
505,Abdul Wrathmall,8,3rd grade,Amii Lamshead
506,Mira Cromwell,17,3rd grade,Wilek Wartonby
507,Herman Girt,9,4th grade,Leanora Sapena
508,Noach Mallinder,14,3rd grade,Anita O'Fergus
509,Stefan Turville,10,4th grade,Ange Gaskin
510,Jackson Danilchik,8,1st grade,Nanni Harkness
511,Kaile Datte,14,1st grade,Randy Broggetti
512,Kean Catterill,7,2nd grade,Mignon Romaines
513,Raina Housaman,12,3rd grade,Iseabal Wederell
514,Alina Varndall,18,1st grade,Rozalie Emor
515,Roda Burbudge,10,3rd grade,Judah Birdseye
516,Neda Teggin,15,2nd grade,Algernon Hartfield
517,Terrel Ainscow,10,2nd grade,Hertha Jardein
518,Harriet Rubega,17,2nd grade,Harmony Welsh
519,Gil Palleske,13,1st grade,Eddi Gue
520,Arleta Barthelme,11,3rd grade,Chrystal Oldershaw
521,Nigel Wildt,16,2nd grade,Helli Keigher
522,Ximenez Croydon,11,5th grade,Hannah Pretious
523,Gilburt Slinger,18,2nd grade,Walsh Krebs
524,Cordi Henrique,7,4th grade,Sue Di Biagi
525,Ali Harpin,17,1st grade,Michael Blackadder
526,Astrid Milesap,9,3rd grade,Stavro Knoller
527,Corinna Stockow,8,1st grade,Emlyn Wybern
528,Omar Bloyes,10,5th grade,Austine Brand-Hardy
529,Ros Iacovucci,14,4th grade,Muffin Organer
530,Sue Knight,17,2nd grade,Doug Manes
531,Carin Brunel,14,1st grade,Leah Cockrem
532,Querida Galletly,9,1st grade,De witt Carrier
533,Sybil Marrion,12,1st grade,Dall Gepp
534,Tammy Vaillant,14,3rd grade,Linoel Bunstone
535,Mackenzie Climie,8,2nd grade,Aubry Walduck
536,Sebastien De Bruyne,15,5th grade,Rania Skewes
537,Greg Spurgin,16,4th grade,Laurella Emanuele
538,Coretta Padden,12,3rd grade,Alvira Archbell
539,Sergeant Brothwell,13,3rd grade,Camellia Phelp
540,Glenn Bream,12,1st grade,Shae Woodus
541,Gweneth Upward,17,1st grade,Joshua Dufour
542,Nettle Musto,14,1st grade,Felicio Union
543,Saunders Djuricic,6,3rd grade,Elita Sweetsur
544,Clayson Selby,14,4th grade,Elora Pound
545,Laurena Fulk,8,2nd grade,Venita Vasyatkin
546,Rani Filipponi,11,4th grade,Freddy Ruggles
547,Melania Prisley,17,1st grade,Renae Jedrzejczyk
548,Gerrilee Boteman,9,5th grade,Ronalda Delahunty
549,Margalo McKelloch,17,1st grade,Hillard Flode
550,Clayton Boulger,9,3rd grade,Tiffie Reijmers
551,Jobi Arney,18,1st grade,Britta Widdowson
552,Franny Burgh,8,1st grade,Davida McTiernan
553,Craggy Shotter,17,2nd grade,Pattie Guislin
554,Isiahi Leftley,16,1st grade,Ulrike Hellikes
555,Hardy Brim,15,5th grade,Ruttger Cartmail
556,Marcos Wallwork,10,3rd grade,Josey Burress
557,Seward Heifer,9,5th grade,Enrique Clayborn
558,Corena Shimmin,11,1st grade,Aleda Sinnat
559,Rollie Sparks,7,1st grade,Rena Arnecke
560,Rockie Ivie,14,1st grade,Judas Oldland
561,Candis Matias,15,4th grade,Marga Padillo
562,Legra Clooney,6,2nd grade,Dalton Duddy
563,Sibella Jobern,5,5th grade,Wilow Risom
564,Kriste Tattersall,9,4th grade,Marley MacMenemy
565,Vanda Bruckman,8,3rd grade,Wright Hercock
566,Mariette Bradshaw,18,1st grade,Sherri D'Errico
567,Audi Keeler,18,4th grade,Patrica Bremond
568,Griffith Studdard,16,2nd grade,Kip Tremblett
569,Torr Polamontayne,5,5th grade,Novelia Ariss
570,Ryan Wasteney,8,3rd grade,Ardenia Chretien
571,Ruth Shatliff,10,3rd grade,Pris Arboine
572,Catherin Plunket,17,1st grade,Hyman Nix
573,Mariya De Minico,13,4th grade,Kathe Czadla
574,Reine Dew,16,4th grade,Cletus Sirett
575,Rozele Guerrier,17,2nd grade,Christoforo Elener
576,Cora Keneforde,6,1st grade,Roselin Delafont
577,Hedwiga Slowey,15,3rd grade,Bobbette Cuppitt
578,Torr Mc Ilory,8,3rd grade,Felipe Rozzier
579,Nicolette Yorke,16,3rd grade,Gerick Sifleet
580,Rozele Verry,7,4th grade,Brianne Souza
581,Vinita Cawson,8,3rd grade,Bellina Latta
582,Sofia Jayme,7,3rd grade,Costanza Matijasevic
583,Sela Hosier,13,2nd grade,Lorant Connerly
584,Ivonne Kleinber,8,5th grade,Riordan Houlworth
585,Quintin Sheridan,9,2nd grade,Eugen Snelman
586,Bogey Levicount,5,3rd grade,Stesha Alsina
587,Angy Le Quesne,10,5th grade,Janis Glidder
588,Martainn Pender,14,4th grade,Derrik Youell
589,Ringo Mattiello,5,4th grade,Leonore Brookbank
590,Garrot Castrillo,16,2nd grade,Claudine O'Donoghue
591,Shannan Brice,12,2nd grade,Charlton Tiffney
592,Emile Eyrl,18,4th grade,Ivor Janaszewski
593,Bonnibelle Watson,14,1st grade,Elinor Messom
594,Ondrea Mashro,9,5th grade,Jade Baake
595,Amalea Kermeen,17,5th grade,Karie Puddephatt
596,Rollin O'Breen,11,3rd grade,Anselma Grout
597,Simeon Pidon,5,2nd grade,Rani Duce
598,Bernita Vose,13,2nd grade,Myrtle Kinforth
599,Windy Wawer,15,3rd grade,Nanni Ackers
600,Dotty Paver,10,4th grade,Al Elphey
601,Hayes Dorsett,10,2nd grade,Bond Duligal
602,Melantha Capaldo,13,4th grade,Alberto Dureden
603,Jaime Canfield,9,4th grade,Dimitri Brunon
604,Lemmie Gaunter,17,3rd grade,Dael Swinden
605,Leodora De Benedetti,12,2nd grade,Cloris Buddle
606,Nickolaus Martyn,15,2nd grade,Miriam Chesser
607,Marcie Epdell,13,2nd grade,Goddart Wederell
608,Jeremiah Novak,10,2nd grade,Weston Beagen
609,Devonna Lunck,9,5th grade,Ana Brodeau
610,Aurea Bearblock,6,2nd grade,Clemmy Plenderleith
611,Cecilius Bentke,7,3rd grade,Lamont Allardyce
612,Krissie Hoble,11,5th grade,Celine Fipp
613,Dixie Kirk,17,1st grade,Chick Bisco
614,Isiahi Ginnane,12,2nd grade,Nora Kohnen
615,Herta Gullefant,18,1st grade,Elle Hobbema
616,Titus Dedrick,14,3rd grade,Otto Jatczak
617,Berkly Grzeszczak,5,5th grade,Alwyn Dugmore
618,Flory Burgott,12,4th grade,Lindy Cristou
619,Vladamir Bavister,18,3rd grade,Brittaney Debney
620,Maiga Dearn,11,3rd grade,Vonni Helsby
621,Sonia Hallaways,17,3rd grade,Cordy Grinyer
622,Baron Brewett,5,5th grade,Reeba Stringer
623,Ringo Scoffham,12,5th grade,Purcell Panting
624,Chrissy Lindborg,12,1st grade,Ianthe Fechnie
625,Valentijn Vasilyonok,6,4th grade,Quinlan Mitkov
626,Thomasine Posse,18,1st grade,Jessey Yewen
627,Mariel Dart,12,4th grade,Dru Romain
628,Harriette Wannan,12,5th grade,Pam Hellier
629,Nehemiah Gore,12,2nd grade,Kare Oates
630,Kitty Tredwell,7,5th grade,Jacki Sidebottom
631,Araldo Pirouet,15,4th grade,Amalle Lortz
632,Annie Pragnell,11,5th grade,Vaclav Bengoechea
633,Zacharie Amburgy,7,4th grade,Shirlee Salvadori
634,Barrie Marquese,13,3rd grade,Salaidh Poynton
635,Darryl Castri,16,3rd grade,Odelle Haughan
636,Anderson Commusso,6,1st grade,Gonzalo Nelm
637,Darby Maystone,15,4th grade,Jacinda Furber
638,Delphinia Haddon,13,4th grade,Charisse Navarro
639,Georas Gytesham,5,4th grade,Jewel Woolhouse
640,Irma Vuittet,5,1st grade,Kora Scoular
641,Minny Damato,11,1st grade,Clevey McGowran
642,Frederic Gethen,9,4th grade,Oberon Fairbairn
643,Gaylene Vescovini,14,4th grade,Scotti Byars
644,Ruddie Hallstone,7,2nd grade,Bel Lismer
645,Tudor Rymell,6,5th grade,Ephrem Snailham
646,Amaleta Plumbridge,8,4th grade,Greg Rau
647,Kirby Saunt,17,1st grade,Glynn Kiwitz
648,Allene Surman-Wells,17,1st grade,Jard Rohmer
649,Arley Du Fray,16,5th grade,Kimmi De Moreno
650,Robinet Gatsby,13,4th grade,Boycey Askell
651,Stearn Goracci,9,5th grade,Hoyt Goodrick
652,Sela Stannion,16,1st grade,Ari Kinkead
653,Dilly Milksop,8,5th grade,Finley Shaefer
654,Seumas Piesold,12,4th grade,Rickie Hellis
655,Kev Schrader,11,2nd grade,Susan Dowling
656,Hamnet Robiot,12,5th grade,Corella Woolard
657,Chicky Ruzek,18,1st grade,Helsa Staynes
658,Duffy Oxbe,17,1st grade,Cristal Custance
659,Justinian Guinery,12,1st grade,Katrine Henrion
660,Shanon Brownlee,7,2nd grade,Dore Bilby
661,Allyn Hanhardt,14,2nd grade,Berte Brunelli
662,Laural Dowle,15,2nd grade,Ode Shillaker
663,Terra Fairlam,5,2nd grade,Cherey Dufour
664,Prudi Cogar,5,3rd grade,Edsel Danielsen
665,Florina Skippen,5,1st grade,Mikol Kill
666,Kass Pantecost,13,3rd grade,Davis Lawly
667,Phylys Fateley,8,1st grade,Obed Roxburgh
668,Linette Merrydew,7,2nd grade,Lemar Mapham
669,Charis Bythway,18,3rd grade,Melvin Flindall
670,Kermie Brisker,5,5th grade,Boris Millichip
671,Perceval Mossom,10,5th grade,Reidar Paike
672,Byrann Cogger,16,5th grade,Ian Lyes
673,Bail Cardenoso,9,4th grade,Alano Hellwing
674,Hubey Bollin,15,5th grade,Allys Houlden
675,Sapphira MacAless,10,4th grade,Javier Meaddowcroft
676,Natalee Wennam,10,3rd grade,Killie Jolin
677,Alidia Astlet,6,2nd grade,Raul Chomiszewski
678,Eb Whilde,9,5th grade,Arly Posnette
679,Melanie Eisikovitsh,5,2nd grade,Charmaine Ohanessian
680,Lawton Sporgeon,18,3rd grade,Dunstan Izkoveski
681,Courtenay Kubal,15,3rd grade,Mortimer Borrie
682,Rochell Asche,17,4th grade,Lawry Triplet
683,Maxi Fransemai,18,1st grade,Harriet Sackur
684,Vaclav Ive,8,5th grade,Cecilio Wallicker
685,Natasha Halewood,7,3rd grade,Melantha Mucci
686,Hailey Dummer,18,2nd grade,Madelle Garz
687,Bernita Copley,17,1st grade,Jeddy Gotmann
688,Weidar McSaul,7,5th grade,Kyla Terbeek
689,Rafaela Mersey,7,2nd grade,Katine Ganniclifft
690,Dulcie Pittendreigh,16,2nd grade,Rivkah Tenny
691,Mela Begbie,18,5th grade,Eddy Stollsteimer
692,Annalise Swalteridge,17,1st grade,Anissa Blackstock
693,Evey Ryman,12,1st grade,Janetta Haggett
694,Nicola Beminster,8,4th grade,Pollyanna Ollet
695,Jan Jeness,8,5th grade,Mark Lynock
696,Jessamyn Corwin,15,2nd grade,Saba Meneghi
697,Jayson Schulter,8,3rd grade,Lombard Da Costa
698,Helaine Trendle,10,5th grade,Lissy Taks
699,Arlyn Matantsev,6,1st grade,Gustavus Pude
700,Buiron Van der Kruys,9,1st grade,Shell Kennicott
701,Jelene Letty,16,2nd grade,Aryn McCarver
702,Lorine Hundey,14,4th grade,Dorice Maffiotti
703,Paulo Briars,16,3rd grade,Evania Kynvin
704,Lorrie Kenchington,16,4th grade,Fran Dumbelton
705,Gretel Bywater,15,2nd grade,Guillemette Gianiello
706,Vlad Housecraft,18,1st grade,Carine Quartermain
707,Alford Domeny,18,3rd grade,Valentijn Yves
708,Jeannette Hartless,7,4th grade,Milena Fleckness
709,Hunfredo Thal,14,4th grade,Evelyn Baitman
710,Tadio Espina,11,1st grade,Donnell Gilstoun
711,Meggie Cusiter,10,4th grade,Marrissa D'orsay
712,Fiona Skittrall,11,3rd grade,Lorna Stoile
713,Kerwinn Puleque,12,2nd grade,Zola Pilgram
714,Arlie Howett,16,5th grade,Trenton Strewther
715,Elmore Eastmead,13,3rd grade,Magdalene Pauling
716,Freddy Heaphy,5,2nd grade,Beatrice Bollin
717,Finley Dunsire,6,3rd grade,Bab Somerbell
718,Lucinda Smieton,13,5th grade,Roth Chesson
719,Leodora Claybourn,6,2nd grade,Lizzie Hatwell
720,Tierney Adan,9,4th grade,Tripp Rubberts
721,Rhiamon Heinel,16,5th grade,Ansell Perot
722,Ruddie Ayrs,7,4th grade,Jozef Lochhead
723,Natividad Pidler,11,3rd grade,Timmy Grzegorzewski
724,Alissa Stephens,12,2nd grade,Simone Wynrehame
725,Jarret Nattrass,11,3rd grade,Niko Dutchburn
726,Jannelle Tremlett,17,4th grade,Ives Reynard
727,Shari Golledge,10,5th grade,Dorothee Coils
728,Freddi Jachimczak,6,3rd grade,Cynthia Worsley
729,Erich Bryson,18,1st grade,Cymbre Severns
730,Jule Raggles,15,2nd grade,Glen Swyre
731,Neale Colling,17,3rd grade,Sabina O'Codihie
732,Clark Chaize,16,3rd grade,Morganne De Gregorio
733,Garik Campany,18,2nd grade,Doro Wrightem
734,Lev Shackelton,5,4th grade,Gianina Caze
735,Brynne Antoons,6,3rd grade,Mischa Swanborrow
736,Joseito Gregoriou,12,2nd grade,Rhea Jarley
737,Nelly Lawrence,6,3rd grade,Charissa Vedekhin
738,Sonni Craythorn,10,5th grade,Hyacintha Hollingby
739,Ines Jay,10,1st grade,Robin Rugg
740,Philbert Mazillius,8,5th grade,Maximilien Hynam
741,Shepperd Negro,8,3rd grade,Heda Mynett
742,Nye Twiname,8,4th grade,Leigh Losselyong
743,Lind Klima,6,3rd grade,Stephi Newcomb
744,Katusha Stevenson,17,4th grade,Britney Eckh
745,Agna Marriott,6,3rd grade,Billie Huddy
746,Grannie Orrow,18,3rd grade,Klarrisa Kattenhorn
747,Edsel Hargess,12,3rd grade,Dave Gabby
748,Chlo Kleinstub,15,3rd grade,Fayina Attwoul
749,Mady Ketteridge,10,2nd grade,Dan Aked
750,Gawen Daintry,12,2nd grade,Nicolle Giorgini
751,Ann Kenway,7,2nd grade,Weston Franzke
752,Mavis Essery,10,3rd grade,Scarlett Luipold
753,Toby Drinan,5,2nd grade,Libby Neely
754,Brandise O'Donohue,16,2nd grade,Colin Canet
755,Zondra Heads,7,5th grade,Ernaline Theml
756,Lisha MacClinton,14,1st grade,Casper McGrann
757,Denice Goodrum,13,1st grade,Juliann Ivshin
758,Melisenda Alans,5,5th grade,Letty Chicotti
759,Elnora Cradock,17,5th grade,Margarete Flintoff
760,Ermentrude Limerick,18,5th grade,Kellby Keal
761,Barthel Aucutt,18,3rd grade,Lewiss Cotter
762,Curt Sprigings,5,1st grade,Courtney Cota
763,Katerine Ralston,15,3rd grade,Rosalyn Swateridge
764,Norris Condliffe,6,2nd grade,Mitchael Holdren
765,Alano Georg,17,1st grade,Lorine Betjeman
766,Genovera Habben,8,3rd grade,Ros Farrin
767,Doralynne Watmough,10,4th grade,Berte Leven
768,Marten Manus,6,1st grade,Kate Celloni
769,Netta Guerra,12,2nd grade,Nevile Mackison
770,Jerad Sollars,12,4th grade,Morton Rigbye
771,Josselyn Spikins,13,5th grade,Francis Spellacey
772,Kamillah Coils,8,5th grade,Ardeen Aimson
773,Breanne Catcherside,6,3rd grade,Quinton Cansdale
774,Zaria Vedeniktov,9,2nd grade,Alyosha Dracksford
775,Georgi Giorgio,17,1st grade,Sib MacCathay
776,Fairlie Fitzgerald,5,4th grade,Happy Stapforth
777,Kerrill Iacoboni,16,3rd grade,Daron Buxcy
778,Heloise Sipson,7,5th grade,Dominick Woodnutt
779,Wilfrid Bateson,18,5th grade,Hazel Fishleigh
780,Evered McShirrie,5,4th grade,Moritz Worledge
781,Alyse Comusso,13,3rd grade,Conchita Fulger
782,Marjy Tunnock,10,3rd grade,Cobbie Satteford
783,Dav Dilgarno,11,3rd grade,Kristyn Dreakin
784,Hamish Bestwall,7,4th grade,Kora Snare
785,Lindon Rudinger,12,5th grade,Lowell Freer
786,Zacharias Branchett,15,1st grade,Ewen Mallabone
787,Joya Felce,10,3rd grade,Malia Brashaw
788,Heloise Whates,10,2nd grade,Dianna Shakelady
789,Letty Weadick,14,2nd grade,Bern Belverstone
790,Gwenore Matschke,9,4th grade,Corbet Bazire
791,Phillis McMeeking,13,3rd grade,Michaela Jelliman
792,Maggy McHarry,18,5th grade,Fiona Muff
793,Athene Wybern,12,4th grade,Mattie Littledyke
794,Tammie Berrey,5,1st grade,Kristi Teers
795,Brody Beggi,14,3rd grade,Carny Garroch
796,Fee Joseff,15,4th grade,Norris Bollon
797,Cornela Gilhouley,12,2nd grade,Herve Leyden
798,Danice McQuorkell,18,1st grade,Joete Menendez
799,Goldina Allbones,16,2nd grade,Cob Doiley
800,Kristin Flarity,16,1st grade,Kiele Dono
801,Xever Colthard,11,2nd grade,Yuma Velte
802,Imogen Mulrooney,12,3rd grade,Marika Adrienne
803,Mick Dible,6,4th grade,Pauline Dragon
804,Thelma Scallon,13,3rd grade,Earvin Masterton
805,Kala Fowden,11,4th grade,Drucy De Pero
806,Emilia Paling,14,5th grade,Hadrian Buttle
807,Ambrosi Bickerdyke,9,2nd grade,Devina Wederell
808,Gray Mines,14,4th grade,Franzen Harrop
809,Sharla Kivits,16,4th grade,Schuyler Grigorian
810,Yancey MacCurlye,15,1st grade,Christina Binyon
811,Celle Philipp,7,1st grade,Marne Fannon
812,Jaquenetta Samett,6,3rd grade,Marleah Vanner
813,Maxine Boxall,16,2nd grade,Weylin Herreros
814,Nina Bufton,17,2nd grade,Nathanil Gunderson
815,Rolando Pieche,6,5th grade,Rocky Premble
816,Thedrick Pickett,10,4th grade,Felipa Plumbridge
817,Anna-maria Southouse,5,4th grade,Catharine Miche
818,Margette Thow,16,3rd grade,Maurita Akett
819,Trumann Galiero,11,2nd grade,Radcliffe Fort
820,Emilia Hadlow,11,5th grade,Jerrie Collumbell
821,Esma Blyde,8,5th grade,Georgie Livingstone
822,Elsbeth Fitkin,9,1st grade,Rancell Thaine
823,Neddie Ulster,8,5th grade,Forester Di Biagi
824,Maryjane Simonetto,5,2nd grade,Sigmund Pretious
825,Genevieve Kuna,14,2nd grade,Samaria Levington
826,Hobard Frankum,8,1st grade,Anastasia Ayling
827,Babbette Shergold,11,1st grade,Dorelia MacKim
828,Nap Langeren,11,1st grade,Kendall Bogace
829,Otis Taylder,12,2nd grade,Land Gallelli
830,Cori Ritelli,17,1st grade,Chrisy Bodker
831,Legra Creddon,13,4th grade,Chet Flowitt
832,Ronna Loudwell,5,4th grade,Eunice Windaybank
833,Culver Elan,14,1st grade,Barb Rosenfarb
834,Randi Peeter,9,5th grade,Dougy Lomas
835,Dorey Eversley,16,3rd grade,Serena Gittins
836,Mic Vlasyev,16,1st grade,Maryjo Mitchinson
837,Felizio Meadmore,7,4th grade,Byrom Mose
838,Pamelina Grzegorecki,8,2nd grade,Denis Sturman
839,Yulma Quernel,16,1st grade,Conant Turbat
840,Miguelita Divver,14,1st grade,Chas Dunning
841,Rodrigo Swinfon,10,3rd grade,Michael Cooksley
842,Dimitry Matokhnin,16,3rd grade,Addia Alston
843,Archer Byfield,10,3rd grade,Carson Rudderham
844,Shelli Minigo,18,3rd grade,Riannon Rosencrantz
845,Joanna Mosen,6,5th grade,Kevan Chrichton
846,Brynna Aronov,8,4th grade,Arlette Aumerle
847,Kiley Bolland,13,4th grade,Lisha Chambers
848,Ashla Raatz,16,5th grade,Nanci Blackaby
849,Lloyd Lawrenson,15,3rd grade,Timmy Izac
850,Alikee MacGauhy,10,3rd grade,Aluin Blais
851,Rivalee Ludewig,9,1st grade,Claiborn Fearnill
852,Beilul Farnin,7,1st grade,Salem Steckings
853,Daffie Bethell,10,2nd grade,Carolann Buggs
854,Herculie Kapelhof,6,4th grade,Annelise Schukraft
855,Rodge Jankovic,9,5th grade,Mac Olwen
856,Larina Roma,12,5th grade,Abagail Bedinham
857,Elke Iveson,9,2nd grade,Thom Verney
858,Orrin Newall,7,5th grade,Jackqueline Bagster
859,Mareah Drabble,12,2nd grade,Brice Kimmitt
860,Elaina Wheble,16,4th grade,Laure Symondson
861,Angelo Bigley,15,1st grade,Rae Summerskill
862,Gwenny Joselin,16,2nd grade,Dion Thundercliffe
863,Karalynn Antuk,17,3rd grade,Jodie McGaughey
864,Myles Robak,9,3rd grade,Michaeline Morrison
865,Rora Pedican,18,1st grade,Bartlett Tuison
866,Doug Brunicke,11,2nd grade,Koren Bonsul
867,Grover Blackaller,11,2nd grade,Clarinda Lampl
868,Natal Wimpress,13,1st grade,Donavon Francisco
869,Ethelred Silverthorn,15,2nd grade,Sarina Clamo
870,Dunstan McAndrew,5,3rd grade,Coleman Herculeson
871,Cass Baiss,7,2nd grade,Doralin Konzel
872,Chantalle Patise,13,5th grade,Efren Karlolak
873,Samuele Vanyushkin,15,1st grade,Felita Trayhorn
874,Lorens Crawford,13,5th grade,Morgana O'Daly
875,Brittni De Blasio,10,2nd grade,Brigida Crambie
876,Krisha Sharland,16,2nd grade,Amanda Tankin
877,Wrennie Ridgley,8,5th grade,Helsa Bernucci
878,Jakie Bevan,10,4th grade,Norby Reck
879,Catlee Arnfield,7,3rd grade,Ayn Matas
880,Roberto Folley,13,2nd grade,Lin Kohler
881,Caresa Mixhel,16,5th grade,Mord Gayle
882,Inge Scarratt,16,2nd grade,Birch Scarborough
883,Rosette Babon,6,3rd grade,Irina Stede
884,Angel Waslin,8,3rd grade,Nina Blakeston
885,Carver Acutt,6,1st grade,Cathie Masden
886,Linzy Arthurs,18,2nd grade,Elspeth Eastway
887,Selma Buttfield,17,1st grade,Way Bailess
888,Tamiko Incogna,5,2nd grade,Danny Walkden
889,Carmelle Adshede,11,5th grade,Paxton Ianinotti
890,Charlena Pidwell,7,1st grade,Karole Blandford
891,Diannne Brisse,13,5th grade,Ursola Rooms
892,Tab Rahill,13,1st grade,Theodor Ewence
893,Sascha Borgesio,8,2nd grade,Zorine Evemy
894,Gerty Jentet,7,4th grade,Camella Creamer
895,Xavier Lochran,17,4th grade,Humberto Drane
896,Zane Camidge,18,5th grade,Kipp Genicke
897,Fayre Pettingall,6,1st grade,Karney Ponceford
898,Kaycee O'Lunney,7,4th grade,Edward Rilston
899,Haily Miettinen,13,1st grade,Opalina Thynn
900,Ashien Bisgrove,10,3rd grade,Reid Heaney`
901,Margaretha Aisbett,5,5th grade,Jessa Studdert
902,Chere Drewet,7,3rd grade,Austin Willstrop
903,Kev Baitman,6,4th grade,Rich Ruddick
904,Bennie Farrah,15,2nd grade,Dolph Dodge
905,Richardo Haily,17,1st grade,Claiborne McFetridge
906,Analiese Scoggin,13,4th grade,Caron Mordaunt
907,Ruthe Brockwell,7,1st grade,Darla Bartrop
908,Amalee Sollon,5,1st grade,Skyler Plaister
909,Romeo Ferneyhough,5,1st grade,Trevor Hambrook
910,Ronda Bartel,11,4th grade,Irma Segoe
911,Maurene Jerzycowski,18,4th grade,Caresse Fuke
912,Ingaborg Tuffs,15,3rd grade,Cal Jouning
913,Juliana Wyse,18,5th grade,Armstrong Teese
914,Indira Shambroke,18,4th grade,Bartie Thorius
915,Neely Dobby,8,2nd grade,Friederike Dormand
916,Carlin Urlin,15,2nd grade,Helsa Massot
917,Jorie Poluzzi,17,4th grade,Margeaux McKelloch
918,Bonnie Lumbley,6,4th grade,Bernita Drinkall
919,Aida Keenleyside,11,2nd grade,Elissa Ottery
920,Tyne Sarney,13,5th grade,Yolanthe Yurevich
921,Dougie Gauvain,5,4th grade,Sisely Bridgen
922,Jessalyn Edgington,16,1st grade,Petunia Raywood
923,Nadine Bitterton,16,1st grade,Adolf Stickland
924,Payton Humpatch,5,2nd grade,Saunder Johananoff
925,Devonne Parysiak,9,4th grade,Lavinie McUre
926,Erv Geillier,11,1st grade,Maxy Itzhaki
927,Dicky Farady,6,5th grade,Stillmann Degoey
928,Jacklin Wiper,14,5th grade,Guss Allsop
929,Tymon Radley,8,1st grade,Aldon Rollitt
930,Gan Baudain,14,5th grade,Darlleen Aleixo
931,Trudie Barnsdale,14,2nd grade,Bryan Sterricks
932,Fidelio Lagne,13,1st grade,Birch Goddard
933,Ruperta Shooter,12,5th grade,Walsh Palfery
934,Hamid Spere,11,1st grade,Caz Mifflin
935,Diana Caseri,11,4th grade,Regen O'Lagen
936,Brooks Kynforth,8,4th grade,Guinna Skingley
937,Mattie Bernardeschi,5,4th grade,Chester Lutton
938,Rolland Bischof,18,3rd grade,Bradly Dymond
939,Margarita Linacre,18,1st grade,Joanne Naisbit
940,Jarad Longforth,18,1st grade,Leandra Potts
941,Halli Pimlock,7,3rd grade,Aguie Learie
942,Carlos Willetts,12,5th grade,Nanete Gallanders
943,Christa Huckabe,5,5th grade,Ilene Hemstead
944,Virgie Domingues,15,4th grade,Yvon Casacchia
945,Lark Pibworth,7,5th grade,Mirilla Hellmer
946,Madonna Simnor,9,4th grade,Micaela Zwicker
947,Harriott Jirousek,10,3rd grade,Donna Forri
948,Jere Flower,7,4th grade,Rosina Williamson
949,Ranique Charman,5,1st grade,Bari Lasham
950,Giff Padkin,6,4th grade,Ralph Alecock
951,Carolin Sollon,13,5th grade,Aila Hollyland
952,Greer Twaite,14,3rd grade,Lionel Cubin
953,Karim Droogan,18,1st grade,Opalina McPhelimey
954,Gigi Cargon,12,3rd grade,Zechariah Francey
955,Saraann Gaunson,14,1st grade,Etti Tomashov
956,Ave D'Cruze,14,2nd grade,Angelika Totterdell
957,Ara Saipy,6,2nd grade,Grace Hankin
958,Bobbette MacCague,5,3rd grade,Ermina Gladwish
959,Gardener Laverty,13,5th grade,Ramon Knappen
960,Alisander Mapes,10,5th grade,Ethan Saggs
961,Delinda Gotcher,16,4th grade,Shannon Dummett
962,Tucker Girardini,14,4th grade,Cassius Hemphill
963,Nettie Du Fray,13,2nd grade,Carree Doulden
964,Michelle Wallentin,6,1st grade,Sada Mackneis
965,Bernard Habergham,9,3rd grade,Britt Pardue
966,Dale Cronin,13,5th grade,Tamar Vigietti
967,Jesselyn Tomblin,15,5th grade,Roy Duxbarry
968,Fabe Heersema,17,2nd grade,Jenine Blazevic
969,Otho Bleakley,11,4th grade,Maryann Coal
970,Clerissa Habbon,10,3rd grade,Gale Lermit
971,Lilla Laneham,17,3rd grade,Patton Marrison
972,Bill Torrijos,9,5th grade,Carmel Buddles
973,Roderick Brando,18,5th grade,Saunders Bernardotte
974,Adiana Geraldo,7,2nd grade,Shelia Bromell
975,Christel Bruyntjes,5,3rd grade,Lilas Irnys
976,Samara Arrow,12,5th grade,Annmaria O'Reagan
977,Dorian Kidder,11,2nd grade,Harv Willingam
978,Annabal Heinish,5,2nd grade,Rodge Hourahan
979,Hayyim Grafton,11,4th grade,Gray Binning
980,Aldwin Weakley,7,3rd grade,Addy Yukhov
981,Hiram O'Cahill,17,4th grade,Josee Trenchard
982,Ferdy Sapey,15,4th grade,Hartwell Gilbee
983,Evanne Bastow,14,2nd grade,Haywood Kornousek
984,Ellis Verrills,7,1st grade,Hakeem Bridel
985,Sharline Oslar,6,1st grade,Harris Cayley
986,Free Beddows,13,3rd grade,Ardyth Gonnel
987,Silas Allone,17,3rd grade,Jordana Marginson
988,Luise Whittlesey,14,2nd grade,Maddy Alp
989,Benjie Clausen,12,2nd grade,Claudina Quilter
990,Franny Algar,17,2nd grade,Winston Callan
991,Cornell Legrice,8,4th grade,Cheston Tennock
992,Orville Beed,13,3rd grade,Brande Carrier
993,Hakeem Hachette,8,5th grade,Kennie Flasby
994,Cornall Goatman,16,1st grade,Saundra Morrissey
995,Arvin Darrington,12,4th grade,Janina Stothert
996,Boot Baelde,16,2nd grade,Nataniel McAllen
997,Tracey Studders,12,3rd grade,Sterling Wyldish
998,Amata Shutler,8,5th grade,Audre Mundall
999,Cammie Pembridge,10,3rd grade,Ansley Bew
1000,Valle Kobu,7,4th grade,Dasya Pedrollo
